學校名稱,科系名稱,學生數,教師數,縣市名稱
國立政治大學,(數位)圖書資訊學系,49,0,30 臺北市
國立政治大學,圖書資訊與檔案學研究所,12,0,30 臺北市
國立政治大學,圖書資訊與檔案學研究所,39,7,30 臺北市
國立政治大學,會計(與)(資訊)(科技)(系統)學系,19,0,30 臺北市
國立政治大學,會計(與)(資訊)(科技)(系統)學系,133,0,30 臺北市
國立政治大學,會計(與)(資訊)(科技)(系統)學系,444,19,30 臺北市
國立政治大學,統計(科學)(資訊)學系,3,0,30 臺北市
國立政治大學,統計(科學)(資訊)學系,55,0,30 臺北市
國立政治大學,統計(科學)(資訊)學系,213,16,30 臺北市
國立政治大學,資訊管理(技術)學系,53,0,30 臺北市
國立政治大學,資訊管理(技術)學系,102,0,30 臺北市
國立政治大學,資訊管理(技術)學系,322,25,30 臺北市
國立政治大學,資訊科學學系,14,0,30 臺北市
國立政治大學,資訊科學學系,93,0,30 臺北市
國立政治大學,資訊科學學系,193,19,30 臺北市
國立政治大學,資訊科學學系,75,0,30 臺北市
國立清華大學,生物資訊與結構生物研究所,74,0,18 新竹市
國立清華大學,生物資訊與結構生物研究所,59,11,18 新竹市
國立清華大學,統計(科學)(資訊)學系,9,0,18 新竹市
國立清華大學,統計(科學)(資訊)學系,50,10,18 新竹市
國立清華大學,資訊系統與應用研究所,21,0,18 新竹市
國立清華大學,資訊系統與應用研究所,105,0,18 新竹市
國立清華大學,資訊工程學系,90,0,18 新竹市
國立清華大學,資訊工程學系,371,0,18 新竹市
國立清華大學,資訊工程學系,534,43,18 新竹市
國立清華大學,電機(資訊)學院,91,0,18 新竹市
國立臺灣大學,(數位)圖書資訊學系,20,0,30 臺北市
國立臺灣大學,(數位)圖書資訊學系,78,0,30 臺北市
國立臺灣大學,(數位)圖書資訊學系,201,14,30 臺北市
國立臺灣大學,(數位)圖書資訊學系,1,0,30 臺北市
國立臺灣大學,會計(與)(資訊)(科技)(系統)學系,30,0,30 臺北市
國立臺灣大學,會計(與)(資訊)(科技)(系統)學系,117,0,30 臺北市
國立臺灣大學,會計(與)(資訊)(科技)(系統)學系,515,25,30 臺北市
國立臺灣大學,統計(科學)(資訊)學系,9,0,30 臺北市
國立臺灣大學,資訊管理(技術)學系,35,0,30 臺北市
國立臺灣大學,資訊管理(技術)學系,109,0,30 臺北市
國立臺灣大學,資訊管理(技術)學系,202,16,30 臺北市
國立臺灣大學,資訊網路與多媒體研究所,57,0,30 臺北市
國立臺灣大學,資訊網路與多媒體研究所,101,9,30 臺北市
國立臺灣大學,資訊工程學系,141,0,30 臺北市
國立臺灣大學,資訊工程學系,302,0,30 臺北市
國立臺灣大學,資訊工程學系,500,32,30 臺北市
國立臺灣大學,資訊工程學系,18,0,30 臺北市
國立臺灣大學,生醫電子與資訊學研究所,89,0,30 臺北市
國立臺灣大學,生醫電子與資訊學研究所,96,8,30 臺北市
國立臺灣師範大學,資訊教育學系,24,0,30 臺北市
國立臺灣師範大學,資訊教育學系,47,6,30 臺北市
國立臺灣師範大學,資訊教育學系,1,0,30 臺北市
國立臺灣師範大學,(數位)圖書資訊學系,12,0,30 臺北市
國立臺灣師範大學,(數位)圖書資訊學系,59,7,30 臺北市
國立臺灣師範大學,(數位)圖書資訊學系,40,0,30 臺北市
國立臺灣師範大學,資訊工程學系,16,0,30 臺北市
國立臺灣師範大學,資訊工程學系,117,0,30 臺北市
國立臺灣師範大學,資訊工程學系,184,16,30 臺北市
國立成功大學,會計(與)(資訊)(科技)(系統)學系,15,0,21 臺南市
國立成功大學,會計(與)(資訊)(科技)(系統)學系,86,0,21 臺南市
國立成功大學,會計(與)(資訊)(科技)(系統)學系,276,14,21 臺南市
國立成功大學,工業與資訊管理學系,38,0,21 臺南市
國立成功大學,工業與資訊管理學系,84,0,21 臺南市
國立成功大學,工業與資訊管理學系,242,23,21 臺南市
國立成功大學,工業與資訊管理學系,88,0,21 臺南市
國立成功大學,生物(資訊與)訊息傳遞研究所,18,0,21 臺南市
國立成功大學,生物(資訊與)訊息傳遞研究所,19,9,21 臺南市
國立成功大學,統計(科學)(資訊)學系,8,0,21 臺南市
國立成功大學,統計(科學)(資訊)學系,48,0,21 臺南市
國立成功大學,統計(科學)(資訊)學系,238,16,21 臺南市
國立成功大學,資訊管理(技術)學系,21,0,21 臺南市
國立成功大學,資訊管理(技術)學系,52,0,21 臺南市
國立成功大學,資訊工程學系,94,0,21 臺南市
國立成功大學,資訊工程學系,251,0,21 臺南市
國立成功大學,資訊工程學系,435,40,21 臺南市
國立成功大學,製造資訊與系統研究所,32,0,21 臺南市
國立成功大學,製造資訊與系統研究所,63,1,21 臺南市
國立成功大學,測量及空間資訊學系,24,0,21 臺南市
國立成功大學,測量及空間資訊學系,51,0,21 臺南市
國立成功大學,測量及空間資訊學系,213,14,21 臺南市
國立成功大學,醫學資訊學系,25,0,21 臺南市
國立中興大學,(數位)圖書資訊學系,50,5,19 臺中市
國立中興大學,會計(與)(資訊)(科技)(系統)學系,40,0,19 臺中市
國立中興大學,會計(與)(資訊)(科技)(系統)學系,172,10,19 臺中市
國立中興大學,會計(與)(資訊)(科技)(系統)學系,2,0,19 臺中市
國立中興大學,基因體暨生物資訊學研究所,27,7,19 臺中市
國立中興大學,統計(科學)(資訊)學系,32,8,19 臺中市
國立中興大學,資訊管理(技術)學系,73,0,19 臺中市
國立中興大學,資訊管理(技術)學系,150,11,19 臺中市
國立中興大學,資訊管理(技術)學系,43,0,19 臺中市
國立中興大學,資訊科學與工程學系,52,0,19 臺中市
國立中興大學,資訊科學與工程學系,122,0,19 臺中市
國立中興大學,資訊科學與工程學系,178,23,19 臺中市
國立中興大學,資訊科學與工程學系,119,0,19 臺中市
國立交通大學,資訊管理與財務金融學系,50,0,18 新竹市
國立交通大學,資訊管理與財務金融學系,170,0,18 新竹市
國立交通大學,資訊管理與財務金融學系,153,23,18 新竹市
國立交通大學,生物資訊與系統生物研究所,46,0,18 新竹市
國立交通大學,生物資訊與系統生物研究所,41,4,18 新竹市
國立交通大學,統計(科學)(資訊)學系,17,0,18 新竹市
國立交通大學,統計(科學)(資訊)學系,44,9,18 新竹市
國立交通大學,網路與資訊系統學位學程,7,0,18 新竹市
國立交通大學,資訊工程學系,781,45,18 新竹市
國立交通大學,(資訊)網路工程系,133,5,18 新竹市
國立交通大學,資訊科學與工程學系,220,0,18 新竹市
國立交通大學,資訊科學與工程學系,381,12,18 新竹市
國立交通大學,電機(資訊)學院,24,0,18 新竹市
國立交通大學,電機(資訊)學院,65,0,18 新竹市
國立交通大學,電機(資訊)學院,143,0,18 新竹市
國立交通大學,電機資訊學位學程,106,0,18 新竹市
國立交通大學,資訊(電機)學院(不分系),116,0,18 新竹市
國立中央大學,會計(與)(資訊)(科技)(系統)學系,29,6,03 桃園縣
國立中央大學,工業管理(與經營資訊)學系,13,0,03 桃園縣
國立中央大學,工業管理(與經營資訊)學系,62,7,03 桃園縣
國立中央大學,工業管理(與經營資訊)學系,63,0,03 桃園縣
國立中央大學,系統生物與生物資訊研究所,19,0,03 桃園縣
國立中央大學,系統生物與生物資訊研究所,22,7,03 桃園縣
國立中央大學,統計(科學)(資訊)學系,4,0,03 桃園縣
國立中央大學,統計(科學)(資訊)學系,36,8,03 桃園縣
國立中央大學,資訊管理(技術)學系,36,0,03 桃園縣
國立中央大學,資訊管理(技術)學系,109,0,03 桃園縣
國立中央大學,資訊管理(技術)學系,407,22,03 桃園縣
國立中央大學,資訊管理(技術)學系,54,0,03 桃園縣
國立中央大學,資訊工程學系,97,0,03 桃園縣
國立中央大學,資訊工程學系,247,0,03 桃園縣
國立中央大學,資訊工程學系,441,28,03 桃園縣
國立中央大學,資訊工程學系,93,0,03 桃園縣
國立中山大學,資訊管理(技術)學系,26,0,50 高雄市
國立中山大學,資訊管理(技術)學系,106,0,50 高雄市
國立中山大學,資訊管理(技術)學系,194,18,50 高雄市
國立中山大學,資訊管理(技術)學系,76,0,50 高雄市
國立中山大學,資訊工程學系,33,0,50 高雄市
國立中山大學,資訊工程學系,204,0,50 高雄市
國立中山大學,資訊工程學系,213,18,50 高雄市
國立臺灣海洋大學,海洋環境資訊系,12,0,17 基隆市
國立臺灣海洋大學,海洋環境資訊系,9,0,17 基隆市
國立臺灣海洋大學,海洋環境資訊系,239,12,17 基隆市
國立臺灣海洋大學,海洋環境資訊系,44,0,17 基隆市
國立臺灣海洋大學,資訊工程學系,12,0,17 基隆市
國立臺灣海洋大學,資訊工程學系,118,0,17 基隆市
國立臺灣海洋大學,資訊工程學系,459,28,17 基隆市
國立中正大學,會計(與)(資訊)(科技)(系統)學系,13,0,10 嘉義縣
國立中正大學,會計(與)(資訊)(科技)(系統)學系,56,0,10 嘉義縣
國立中正大學,會計(與)(資訊)(科技)(系統)學系,226,13,10 嘉義縣
國立中正大學,會計(與)(資訊)(科技)(系統)學系,148,0,10 嘉義縣
國立中正大學,資訊管理(技術)學系,32,0,10 嘉義縣
國立中正大學,資訊管理(技術)學系,108,0,10 嘉義縣
國立中正大學,資訊管理(技術)學系,150,13,10 嘉義縣
國立中正大學,資訊管理(技術)學系,115,0,10 嘉義縣
國立中正大學,資訊工程學系,31,0,10 嘉義縣
國立中正大學,資訊工程學系,263,0,10 嘉義縣
國立中正大學,資訊工程學系,395,26,10 嘉義縣
國立中正大學,資訊工程學系,26,0,10 嘉義縣
國立中正大學,通訊資訊碩士,31,0,10 嘉義縣
國立高雄師範大學,資訊教育學系,30,4,50 高雄市
國立高雄師範大學,資訊教育學系,46,0,50 高雄市
國立彰化師範大學,會計(與)(資訊)(科技)(系統)學系,46,0,07 彰化縣
國立彰化師範大學,會計(與)(資訊)(科技)(系統)學系,350,13,07 彰化縣
國立彰化師範大學,會計(與)(資訊)(科技)(系統)學系,65,0,07 彰化縣
國立彰化師範大學,統計(科學)(資訊)學系,21,5,07 彰化縣
國立彰化師範大學,資訊管理(技術)學系,50,0,07 彰化縣
國立彰化師範大學,資訊管理(技術)學系,203,11,07 彰化縣
國立彰化師範大學,資訊管理(技術)學系,61,0,07 彰化縣
國立彰化師範大學,資訊工程學系,54,0,07 彰化縣
國立彰化師範大學,資訊工程學系,162,14,07 彰化縣
國立彰化師範大學,資訊工程學系,14,0,07 彰化縣
國立陽明大學,生物(與)醫學資訊學系,57,0,30 臺北市
國立陽明大學,生物(與)醫學資訊學系,57,9,30 臺北市
國立臺北大學,會計(與)(資訊)(科技)(系統)學系,11,0,01 新北市
國立臺北大學,會計(與)(資訊)(科技)(系統)學系,32,0,01 新北市
國立臺北大學,會計(與)(資訊)(科技)(系統)學系,503,18,01 新北市
國立臺北大學,會計(與)(資訊)(科技)(系統)學系,50,0,01 新北市
國立臺北大學,統計(科學)(資訊)學系,38,0,01 新北市
國立臺北大學,統計(科學)(資訊)學系,245,19,01 新北市
國立臺北大學,統計(科學)(資訊)學系,52,0,01 新北市
國立臺北大學,統計(科學)(資訊)學系,85,0,01 新北市
國立臺北大學,資訊管理(技術)學系,28,6,01 新北市
國立臺北大學,資訊工程學系,66,0,01 新北市
國立臺北大學,資訊工程學系,196,13,01 新北市
國立臺北大學,電機(資訊)學院,1,0,01 新北市
國立嘉義大學,資訊管理(技術)學系,37,0,20 嘉義市
國立嘉義大學,資訊管理(技術)學系,209,11,20 嘉義市
國立嘉義大學,資訊工程學系,8,0,20 嘉義市
國立嘉義大學,資訊工程學系,66,0,20 嘉義市
國立嘉義大學,資訊工程學系,204,15,20 嘉義市
國立嘉義大學,資訊工程學系,72,0,20 嘉義市
國立高雄大學,統計(科學)(資訊)學系,1,0,50 高雄市
國立高雄大學,統計(科學)(資訊)學系,12,5,50 高雄市
國立高雄大學,資訊管理(技術)學系,36,0,50 高雄市
國立高雄大學,資訊管理(技術)學系,187,11,50 高雄市
國立高雄大學,資訊管理(技術)學系,18,0,50 高雄市
國立高雄大學,資訊工程學系,33,0,50 高雄市
國立高雄大學,資訊工程學系,168,11,50 高雄市
國立高雄大學,資訊工程學系,24,0,50 高雄市
國立東華大學,會計(與)(資訊)(科技)(系統)學系,246,9,15 花蓮縣
國立東華大學,資訊管理(技術)學系,24,0,15 花蓮縣
國立東華大學,資訊管理(技術)學系,205,10,15 花蓮縣
國立東華大學,資訊工程學系,28,0,15 花蓮縣
國立東華大學,資訊工程學系,146,0,15 花蓮縣
國立東華大學,資訊工程學系,276,21,15 花蓮縣
國立東華大學,資訊工程學系,22,0,15 花蓮縣
國立暨南國際大學,資訊管理(技術)學系,86,0,08 南投縣
國立暨南國際大學,資訊管理(技術)學系,234,14,08 南投縣
國立暨南國際大學,資訊工程學系,15,0,08 南投縣
國立暨南國際大學,資訊工程學系,86,0,08 南投縣
國立暨南國際大學,資訊工程學系,217,16,08 南投縣
國立臺灣科技大學,工業管理(與經營資訊)學系,71,0,30 臺北市
國立臺灣科技大學,工業管理(與經營資訊)學系,120,0,30 臺北市
國立臺灣科技大學,工業管理(與經營資訊)學系,277,17,30 臺北市
國立臺灣科技大學,工業管理(與經營資訊)學系,5,0,30 臺北市
國立臺灣科技大學,工業管理(與經營資訊)學系,64,0,30 臺北市
國立臺灣科技大學,資訊管理(技術)學系,66,0,30 臺北市
國立臺灣科技大學,資訊管理(技術)學系,135,0,30 臺北市
國立臺灣科技大學,資訊管理(技術)學系,215,16,30 臺北市
國立臺灣科技大學,資訊管理(技術)學系,62,0,30 臺北市
國立臺灣科技大學,資訊工程學系,45,0,30 臺北市
國立臺灣科技大學,資訊工程學系,225,0,30 臺北市
國立臺灣科技大學,資訊工程學系,231,22,30 臺北市
國立臺灣科技大學,資訊工程學系,1,0,30 臺北市
國立臺灣科技大學,資訊工程學系,26,0,30 臺北市
國立臺灣科技大學,電機資訊學位學程,147,0,30 臺北市
國立雲林科技大學,會計(與)(資訊)(科技)(系統)學系,27,0,09 雲林縣
國立雲林科技大學,會計(與)(資訊)(科技)(系統)學系,45,0,09 雲林縣
國立雲林科技大學,會計(與)(資訊)(科技)(系統)學系,220,12,09 雲林縣
國立雲林科技大學,會計(與)(資訊)(科技)(系統)學系,1,0,09 雲林縣
國立雲林科技大學,會計(與)(資訊)(科技)(系統)學系,47,0,09 雲林縣
國立雲林科技大學,資訊管理(技術)學系,33,0,09 雲林縣
國立雲林科技大學,資訊管理(技術)學系,113,0,09 雲林縣
國立雲林科技大學,資訊管理(技術)學系,244,18,09 雲林縣
國立雲林科技大學,資訊管理(技術)學系,106,0,09 雲林縣
國立雲林科技大學,資訊管理(技術)學系,54,0,09 雲林縣
國立雲林科技大學,資訊工程學系,77,0,09 雲林縣
國立雲林科技大學,資訊工程學系,249,11,09 雲林縣
國立屏東科技大學,工業管理(與經營資訊)學系,56,0,13 屏東縣
國立屏東科技大學,工業管理(與經營資訊)學系,367,13,13 屏東縣
國立屏東科技大學,工業管理(與經營資訊)學系,28,0,13 屏東縣
國立屏東科技大學,資訊管理(技術)學系,63,0,13 屏東縣
國立屏東科技大學,資訊管理(技術)學系,210,12,13 屏東縣
國立屏東科技大學,資訊管理(技術)學系,31,0,13 屏東縣
國立臺北科技大學,資訊與財金管理學系,47,0,30 臺北市
國立臺北科技大學,資訊與財金管理學系,79,9,30 臺北市
國立臺北科技大學,資訊與財金管理學系,28,0,30 臺北市
國立臺北科技大學,資訊管理(技術)學系,0,0,30 臺北市
國立臺北科技大學,資訊工程學系,24,0,30 臺北市
國立臺北科技大學,資訊工程學系,140,0,30 臺北市
國立臺北科技大學,資訊工程學系,207,15,30 臺北市
國立臺北科技大學,電機(資訊)學院,4,0,30 臺北市
國立臺北科技大學,電機(資訊)學院,15,0,30 臺北市
國立高雄第一科技大學,會計(與)(資訊)(科技)(系統)學系,32,0,12 高雄市
國立高雄第一科技大學,會計(與)(資訊)(科技)(系統)學系,234,10,12 高雄市
國立高雄第一科技大學,資訊管理(技術)學系,79,0,12 高雄市
國立高雄第一科技大學,資訊管理(技術)學系,414,19,12 高雄市
國立高雄第一科技大學,資訊管理(技術)學系,2,0,12 高雄市
國立高雄第一科技大學,資訊管理(技術)學系,72,0,12 高雄市
國立高雄應用科技大學,會計(與)(資訊)(科技)(系統)學系,30,0,50 高雄市
國立高雄應用科技大學,會計(與)(資訊)(科技)(系統)學系,260,9,50 高雄市
國立高雄應用科技大學,會計(與)(資訊)(科技)(系統)學系,30,0,50 高雄市
國立高雄應用科技大學,會計(與)(資訊)(科技)(系統)學系,169,0,50 高雄市
國立高雄應用科技大學,資訊管理(技術)學系,49,0,50 高雄市
國立高雄應用科技大學,資訊管理(技術)學系,399,17,50 高雄市
國立高雄應用科技大學,資訊管理(技術)學系,81,0,50 高雄市
國立高雄應用科技大學,資訊工程學系,28,0,50 高雄市
國立高雄應用科技大學,資訊工程學系,221,9,50 高雄市
國立高雄應用科技大學,資訊工程學系,28,0,50 高雄市
國立高雄應用科技大學,電機(資訊)學院,16,0,50 高雄市
國立臺東大學,資訊管理(技術)學系,20,0,14 臺東縣
國立臺東大學,資訊管理(技術)學系,188,9,14 臺東縣
國立臺東大學,資訊管理(技術)學系,24,0,14 臺東縣
國立臺東大學,資訊管理(技術)學系,193,0,14 臺東縣
國立臺東大學,資訊工程學系,366,10,14 臺東縣
國立宜蘭大學,資訊工程學系,33,0,02 宜蘭縣
國立宜蘭大學,資訊工程學系,175,10,02 宜蘭縣
國立宜蘭大學,電機(資訊)學院,25,0,02 宜蘭縣
國立聯合大學,資訊與社會研究所,35,6,05 苗栗縣
國立聯合大學,資訊管理(技術)學系,26,0,05 苗栗縣
國立聯合大學,資訊管理(技術)學系,342,14,05 苗栗縣
國立聯合大學,資訊工程學系,18,0,05 苗栗縣
國立聯合大學,資訊工程學系,196,11,05 苗栗縣
國立聯合大學,資訊工程學系,177,0,05 苗栗縣
國立虎尾科技大學,工業管理(與經營資訊)學系,35,0,09 雲林縣
國立虎尾科技大學,工業管理(與經營資訊)學系,428,12,09 雲林縣
國立虎尾科技大學,工業管理(與經營資訊)學系,30,0,09 雲林縣
國立虎尾科技大學,資訊管理(技術)學系,43,0,09 雲林縣
國立虎尾科技大學,資訊管理(技術)學系,218,13,09 雲林縣
國立虎尾科技大學,資訊管理(技術)學系,48,0,09 雲林縣
國立虎尾科技大學,資訊管理(技術)學系,214,0,09 雲林縣
國立虎尾科技大學,資訊工程學系,62,0,09 雲林縣
國立虎尾科技大學,資訊工程學系,428,15,09 雲林縣
國立虎尾科技大學,資訊工程學系,1,0,09 雲林縣
國立高雄海洋科技大學,資訊管理(技術)學系,430,12,50 高雄市
國立高雄海洋科技大學,海事資訊科技系,15,0,50 高雄市
國立高雄海洋科技大學,海事資訊科技系,90,6,50 高雄市
國立高雄海洋科技大學,海事資訊科技系,28,0,50 高雄市
國立臺南大學,資訊工程學系,30,0,21 臺南市
國立臺南大學,資訊工程學系,157,9,21 臺南市
國立臺南大學,資訊工程學系,0,0,21 臺南市
國立臺北教育大學,數學(暨)資訊教育學系,32,0,30 臺北市
國立臺北教育大學,數學(暨)資訊教育學系,238,13,30 臺北市
國立臺北教育大學,數學(暨)資訊教育學系,57,0,30 臺北市
國立臺北教育大學,資訊科學學系,36,0,30 臺北市
國立臺北教育大學,資訊科學學系,167,11,30 臺北市
國立臺北教育大學,資訊科學學系,48,0,30 臺北市
國立臺中教育大學,教育資訊與測驗統計研究所,40,0,19 臺中市
國立臺中教育大學,教育資訊與測驗統計研究所,31,7,19 臺中市
國立臺中教育大學,教育資訊與測驗統計研究所,33,0,19 臺中市
國立臺中教育大學,教育資訊與測驗統計研究所,3,0,19 臺中市
國立臺中教育大學,資訊工程學系,43,0,19 臺中市
國立臺中教育大學,資訊工程學系,206,10,19 臺中市
國立澎湖科技大學,資訊管理(技術)學系,201,8,16 澎湖縣
國立澎湖科技大學,資訊管理(技術)學系,141,0,16 澎湖縣
國立澎湖科技大學,資訊類產學專班,1,0,16 澎湖縣
國立澎湖科技大學,資訊工程學系,193,8,16 澎湖縣
國立勤益科技大學,資訊管理(技術)學系,20,0,06 臺中市
國立勤益科技大學,資訊管理(技術)學系,421,16,06 臺中市
國立勤益科技大學,資訊管理(技術)學系,30,0,06 臺中市
國立勤益科技大學,資訊管理(技術)學系,195,0,06 臺中市
國立勤益科技大學,資訊工程學系,49,0,06 臺中市
國立勤益科技大學,資訊工程學系,480,15,06 臺中市
國立勤益科技大學,資訊工程學系,12,0,06 臺中市
國立勤益科技大學,資訊工程學系,170,0,06 臺中市
國立臺北護理健康大學,資訊管理(技術)學系,34,0,30 臺北市
國立臺北護理健康大學,資訊管理(技術)學系,365,11,30 臺北市
國立金門大學,資訊工程學系,189,8,71 金門縣
國立金門大學,資訊工程學系,152,0,71 金門縣
國立臺灣體育運動大學,運動資訊(與)傳播學系,178,0,19 臺中市
國立臺中科技大學,會計(與)(資訊)(科技)(系統)學系,26,0,19 臺中市
國立臺中科技大學,會計(與)(資訊)(科技)(系統)學系,445,29,19 臺中市
國立臺中科技大學,會計(與)(資訊)(科技)(系統)學系,116,0,19 臺中市
國立臺中科技大學,會計(資訊)科,489,0,19 臺中市
國立臺中科技大學,會計(與)(資訊)(科技)(系統)學系,395,0,19 臺中市
國立臺中科技大學,會計(與)(資訊)(科技)(系統)學系,72,0,19 臺中市
國立臺中科技大學,應用統計(資訊)學系,231,7,19 臺中市
國立臺中科技大學,資訊管理(技術)學系,31,0,19 臺中市
國立臺中科技大學,資訊管理(技術)學系,223,26,19 臺中市
國立臺中科技大學,資訊管理(技術)學系,117,0,19 臺中市
國立臺中科技大學,資訊管理科,264,0,19 臺中市
國立臺中科技大學,資訊管理(技術)學系,355,0,19 臺中市
國立臺中科技大學,資訊應用科,207,0,19 臺中市
國立臺中科技大學,資訊工程學系,44,0,19 臺中市
國立臺中科技大學,資訊工程學系,206,12,19 臺中市
國立臺中科技大學,資訊工程學系,40,0,19 臺中市
國立臺中科技大學,資訊工程學系,164,0,19 臺中市
國立臺北商業大學,會計(與)(資訊)(科技)(系統)學系,35,0,30 臺北市
國立臺北商業大學,會計(與)(資訊)(科技)(系統)學系,317,22,30 臺北市
國立臺北商業大學,會計(與)(資訊)(科技)(系統)學系,69,0,30 臺北市
國立臺北商業大學,會計(資訊)科,257,0,30 臺北市
國立臺北商業大學,會計(與)(資訊)(科技)(系統)學系,179,0,30 臺北市
國立臺北商業大學,會計(與)(資訊)(科技)(系統)學系,68,0,30 臺北市
國立臺北商業大學,會計(資訊)科,28,0,30 臺北市
國立臺北商業大學,資訊管理(技術)學系,203,20,30 臺北市
國立臺北商業大學,資訊管理(技術)學系,78,0,30 臺北市
國立臺北商業大學,資訊管理科,252,0,30 臺北市
國立臺北商業大學,資訊管理(技術)學系,222,0,30 臺北市
國立臺北商業大學,資訊管理(技術)學系,106,0,30 臺北市
國立臺北商業大學,資訊與決策科學研究所,43,6,30 臺北市
國立屏東大學,會計(與)(資訊)(科技)(系統)學系,331,10,13 屏東縣
國立屏東大學,會計(與)(資訊)(科技)(系統)學系,56,0,13 屏東縣
國立屏東大學,資訊管理(技術)學系,29,0,13 屏東縣
國立屏東大學,資訊管理(技術)學系,230,10,13 屏東縣
國立屏東大學,資訊管理(技術)學系,154,0,13 屏東縣
國立屏東大學,資訊工程學系,8,0,13 屏東縣
國立屏東大學,資訊工程學系,213,10,13 屏東縣
國立屏東大學,資訊科學學系,61,0,13 屏東縣
國立屏東大學,資訊科學學系,164,10,13 屏東縣
國立臺東專科學校,資訊管理科,67,5,14 臺東縣
國立臺東專科學校,資訊管理科,34,0,14 臺東縣
東海大學,會計(與)(資訊)(科技)(系統)學系,49,0,19 臺中市
東海大學,會計(與)(資訊)(科技)(系統)學系,517,12,19 臺中市
東海大學,會計(與)(資訊)(科技)(系統)學系,61,0,19 臺中市
東海大學,統計(科學)(資訊)學系,1,0,19 臺中市
東海大學,統計(科學)(資訊)學系,20,0,19 臺中市
東海大學,統計(科學)(資訊)學系,452,14,19 臺中市
東海大學,資訊管理(技術)學系,37,0,19 臺中市
東海大學,資訊管理(技術)學系,237,9,19 臺中市
東海大學,資訊工程學系,64,0,19 臺中市
東海大學,資訊工程學系,509,17,19 臺中市
東海大學,資訊工程學系,28,0,19 臺中市
東海大學,資訊工程學系,118,0,19 臺中市
東海大學,工業工程與經營資訊學系,22,0,19 臺中市
東海大學,工業工程與經營資訊學系,76,0,19 臺中市
東海大學,工業工程與經營資訊學系,506,14,19 臺中市
東海大學,工業工程與經營資訊學系,42,0,19 臺中市
輔仁大學,(數位)圖書資訊學系,40,0,01 新北市
輔仁大學,(數位)圖書資訊學系,250,11,01 新北市
輔仁大學,(數位)圖書資訊學系,230,0,01 新北市
輔仁大學,會計(與)(資訊)(科技)(系統)學系,35,0,01 新北市
輔仁大學,會計(與)(資訊)(科技)(系統)學系,488,14,01 新北市
輔仁大學,會計(與)(資訊)(科技)(系統)學系,70,0,01 新北市
輔仁大學,會計(與)(資訊)(科技)(系統)學系,6,0,01 新北市
輔仁大學,統計(科學)(資訊)學系,40,0,01 新北市
輔仁大學,統計(科學)(資訊)學系,485,16,01 新北市
輔仁大學,統計(科學)(資訊)學系,54,0,01 新北市
輔仁大學,統計(科學)(資訊)學系,4,0,01 新北市
輔仁大學,資訊管理(技術)學系,46,0,01 新北市
輔仁大學,資訊管理(技術)學系,469,17,01 新北市
輔仁大學,資訊管理(技術)學系,61,0,01 新北市
輔仁大學,資訊工程學系,60,0,01 新北市
輔仁大學,資訊工程學系,500,15,01 新北市
輔仁大學,資訊工程學系,81,0,01 新北市
東吳大學,會計(與)(資訊)(科技)(系統)學系,62,0,30 臺北市
東吳大學,會計(與)(資訊)(科技)(系統)學系,"1,042",28,30 臺北市
東吳大學,會計(與)(資訊)(科技)(系統)學系,78,0,30 臺北市
東吳大學,資訊管理(技術)學系,41,0,30 臺北市
東吳大學,資訊管理(技術)學系,465,20,30 臺北市
東吳大學,資訊管理(技術)學系,74,0,30 臺北市
中原大學,會計(與)(資訊)(科技)(系統)學系,40,0,03 桃園縣
中原大學,會計(與)(資訊)(科技)(系統)學系,700,17,03 桃園縣
中原大學,會計(與)(資訊)(科技)(系統)學系,50,0,03 桃園縣
中原大學,資訊管理(技術)學系,53,0,03 桃園縣
中原大學,資訊管理(技術)學系,424,16,03 桃園縣
中原大學,資訊管理(技術)學系,45,0,03 桃園縣
中原大學,資訊工程學系,61,0,03 桃園縣
中原大學,資訊工程學系,442,17,03 桃園縣
中原大學,資訊工程學系,19,0,03 桃園縣
中原大學,電機(資訊)學院,134,0,03 桃園縣
淡江大學,資訊傳播(工程)(設計)學系,26,0,01 新北市
淡江大學,資訊傳播(工程)(設計)學系,239,9,01 新北市
淡江大學,(資訊與)圖書館學系,41,0,01 新北市
淡江大學,(資訊與)圖書館學系,498,10,01 新北市
淡江大學,會計(與)(資訊)(科技)(系統)學系,54,0,01 新北市
淡江大學,會計(與)(資訊)(科技)(系統)學系,580,19,01 新北市
淡江大學,會計(與)(資訊)(科技)(系統)學系,42,0,01 新北市
淡江大學,會計(與)(資訊)(科技)(系統)學系,166,0,01 新北市
淡江大學,統計(科學)(資訊)學系,31,0,01 新北市
淡江大學,統計(科學)(資訊)學系,780,19,01 新北市
淡江大學,統計(科學)(資訊)學系,143,0,01 新北市
淡江大學,資訊管理(技術)學系,64,0,01 新北市
淡江大學,資訊管理(技術)學系,830,21,01 新北市
淡江大學,資訊管理(技術)學系,63,0,01 新北市
淡江大學,資訊創新與科技學系,285,9,01 新北市
淡江大學,資訊工程學系,28,0,01 新北市
淡江大學,資訊工程學系,102,0,01 新北市
淡江大學,資訊工程學系,800,27,01 新北市
淡江大學,資訊工程學系,51,0,01 新北市
淡江大學,資訊工程學系,166,0,01 新北市
中國文化大學,資訊傳播(工程)(設計)學系,14,0,30 臺北市
中國文化大學,資訊傳播(工程)(設計)學系,475,12,30 臺北市
